Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,one-legged-forward-bend-janu-sirsasana_15.jpg,2
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,kaggle_64-0.png,0
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,stock-photo-fitness-woman-stretching-back-and-leg-muscles-with-toe-touch-stretches-sporty-young-athlete-doing-426036895.jpg,3
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,head-to-knee-yoga-pose_17.jpg,3
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,Yoga-Poses-Janu-Sirsasana-Head-to-Knee-Pose.jpg,0
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,one-legged-forward-bend-janu-sirsasana_14.jpg,12
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,monica1-1024x593.jpg,2
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,kaggle_38-0.png,0
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,d87f1a6ca675105767b4b08fa9dfef97.jpg,6
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,kaggle_0-0.png,0
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,3-JANU-SIRSASANA-OR-HEAD-TO-KNEE-FORWARD-BEND.jpg,0
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,kaggle_42-0.png,4
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,young-sporty-woman-doing-yoga-exercise-head-to-knee-forward-bend-pose-on-wooden-bridge-at-park-morning-autumn-day-healthy-lifestyle-R35555.jpg,5
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,yoga-pose-infographics-benefits-practice-janu-sirsasana-73259895.jpg,0
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,head-to-knee-basic-yoga-pose-for-beginners-300x200.jpg,0
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,stock-photo-full-length-portrait-of-young-pregnant-fitness-model-in-sportswear-working-out-doing-yoga-pilates-353185643.jpg,11
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,b3ed1b4b4cc9ca174fc990b66fdd86d6.jpg,4
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,kaggle_66-0.png,0
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,s1-03-1464936542.jpg,2
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,Janu-Sirsasana-0001-1024x948.jpg,12
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,tumblr_n3n0a7qz831rknruyo1_500.jpg,0
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,stock-photo-sporty-beautiful-young-female-doing-yoga-head-to-knee-forward-bend-janu-sirsasana-isolated-on-512615854.jpg,9
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,12Janu-Shirshasana.jpg,4
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,DSC01327-620x350.jpg,3
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,Head-To-Knee-Forward-Bend(1).jpg,2
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,yoga_head-to-knee-pose.png,0
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,stock-vector-head-to-knee-forward-bend-janu-sirsasana-yoga-position-vector-silhouette-illustration-vector-580666621.jpg,0
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,kaggle_27-0.png,4
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,young-woman-practicing-yoga-sitting-260nw-1239107125.jpg,5
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,abaa0514234792a0d587726d2aac85c6.jpg,0
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,janusirsasana.jpg,2
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,240_F_108333182_qQd369df9GyGGtT1gHQOQ4e9fHWhHjPx.jpg,0
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,young-attractive-woman-in-paschimottanasana-pose-with-block-gre-htta8c.jpg,0
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,stock-photo-women-practicing-janu-sirsasana-head-to-knee-pose-407210698.jpg,6
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,blog-yoga-janu-sirsasana-head-to-knee-forward-bend.png,3
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,headtokneepose-520x400.png,2
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,kaggle_6-0.png,6
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,Janu-Sirsasana-300x300.jpg,0
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,943443758_fbc4900865_o_zpshi7qo9ea.jpg,0
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,one-legged-forward-bend-janu-sirsasana_12.jpg,11
Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,istock-97482219-medium.jpeg,0
